 ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Continuous interest rate (after tax), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Per Share Net profit before tax (Yuan ¥), Net Value Growth Rate, Interest Expense Ratio, Borrowing dependency, Net profit before tax/Paid-in capital, Retained Earnings to Total Assets, Total income/Total expense, Net Income to Total Assets, Net Income to Stockholder's Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT),Bankrupt?
0.591964675,0.646608491,0.781821905,0.28473305,0.28473305,0.28473305,0.291765151,0.230850343,0.000489131,0.63084992,0.376090122,0.229620692,0.961535899,0.002793168,0.828543751,0.842917198,0.026852133,0.565433283,0
0.582751853,0.572514589,0.781697694,0.204626859,0.204626859,0.204626859,0.232485582,0.187015139,0.000470715,0.630613622,0.369637181,0.185521454,0.942235614,0.002333683,0.823852253,0.841606273,0.026791563,0.565160331,0
0.566615787,0.605439263,0.781768571,0.200202267,0.200202267,0.200202267,0.229743784,0.183851774,0.000464975,0.630815331,0.372817799,0.182716236,0.939941068,0.002561896,0.816219636,0.841385232,0.026844216,0.565399299,0
0.58356956,0.610792869,0.78184787,0.266065484,0.266065484,0.266065484,0.254514513,0.209459968,0.000477577,0.630812592,0.372248553,0.208098937,0.954621493,0.002577665,0.823000749,0.841812882,0.026841268,0.56538652,0
0.588748365,0.580330853,0.781753835,0.248704227,0.248704227,0.248704227,0.246289118,0.201626874,0.000474208,0.630625608,0.369960388,0.199540005,0.946044664,0.002633743,0.827514599,0.841862114,0.026794808,0.565175748,0
0.669210641,0.661812731,0.781832712,0.27402975,0.27402975,0.27402975,0.316063156,0.259094675,0.000499487,0.630612594,0.369637181,0.257589925,0.971486865,0.002521065,0.868321605,0.844559067,0.02679126,0.565158886,0
0.461731356,0.489319557,0.780918324,0.141081286,0.141081286,0.141081286,0.201569443,0.159674625,0.000393331,0.630237257,0.382384255,0.158894503,0.859882783,0.00125659,0.749403356,0.834731224,0.02668285,0.564582993,0
0.45813345,0.457840355,0.781340641,0.159875269,0.159875269,0.159875269,0.200623995,0.159373352,0.00040733,0.630611909,0.369637181,0.158630571,0.913863173,0.002114452,0.751323935,0.837426351,0.026791063,0.565157947,0
0.594690362,0.590716848,0.781693905,0.236610341,0.236610341,0.236610341,0.251961804,0.201626874,0.000488257,0.630616361,0.369637181,0.200422291,0.955433432,0.002388575,0.83111734,0.842201641,0.026792384,0.565164241,0
0.569668556,0.590449168,0.781697273,0.192785808,0.192785808,0.192785808,0.227380165,0.181140318,0.000442291,0.630612252,0.369637181,0.179677249,0.939033515,0.002341049,0.818958422,0.84129727,0.026791157,0.565158396,0
0.531181858,0.533326195,0.781581343,0.180481227,0.180481227,0.180481227,0.216507516,0.169993221,0.000437924,0.631982781,0.369847433,0.169014403,0.932771289,0.002230486,0.796134217,0.840051893,0.02739554,0.566991709,0
0.579535543,0.575566144,0.781705694,0.229109603,0.229109603,0.229109603,0.236172828,0.189350004,0.00051129,0.630612252,0.369637181,0.18673554,0.949215058,0.002339987,0.822099152,0.841468394,0.026791157,0.565158396,0
0.596380288,0.626425398,0.781896993,0.187855548,0.187855548,0.187855548,0.232958306,0.185508775,0.000461082,0.63062458,0.369969335,0.184533595,0.94364768,0.002800686,0.8325917,0.841924854,0.0267947,0.565175235,0
0.614478849,0.602280636,0.781791308,0.312924023,0.312924023,0.312924023,0.287888815,0.234540935,0.000473135,0.630612252,0.369637181,0.232440992,0.949435219,0.002517638,0.841986502,0.842651504,0.026791157,0.565158396,0
0.522350632,0.506451095,0.781541764,0.167755257,0.167755257,0.167755257,0.209322114,0.165700083,0.00043221,0.628277695,0.379331131,0.164716085,0.914917054,0.002155512,0.788270954,0.839275411,0.026345806,0.561488088,0
0.541212386,0.565019541,0.78162822,0.180017698,0.180017698,0.180017698,0.218020233,0.171574904,0.000517479,0.631057794,0.370813697,0.17039439,0.9357044,0.002293734,0.801239693,0.840340068,0.026916375,0.565692209,0
0.52333188,0.525777611,0.78155608,0.185327209,0.185327209,0.185327209,0.210740286,0.167357084,0.000439896,0.62946535,0.374848742,0.166375085,0.929757021,0.002176413,0.791071627,0.839689364,0.026508294,0.563316674,0
0.543338421,0.575726752,0.781615589,0.179512031,0.179512031,0.179512031,0.218303867,0.173985087,0.000466323,0.63146635,0.377153683,0.172980921,0.93861604,0.002429986,0.801899861,0.840557202,0.027059291,0.566178166,0
0.560401221,0.568338776,0.781634255,0.16392061,0.16392061,0.16392061,0.224543821,0.177826316,0.000477327,0.631017041,0.380126285,0.176585476,0.928755291,0.002474802,0.810682091,0.841729877,0.026928245,0.565737002,0
0.534289141,0.591198672,0.781640571,0.204374026,0.204374026,0.204374026,0.224827456,0.169541312,0.000457738,0.632126615,0.377161511,0.168592112,0.933016724,0.00226426,0.797485877,0.84017055,0.024905868,0.576624086,0
0.459169211,0.466995021,0.781247868,0.162867136,0.162867136,0.162867136,0.201096719,0.158544852,0.000414792,0.630612252,0.369637181,0.157552221,0.916522112,0.002018628,0.751090171,0.83771977,0.026791137,0.5651583,0
0.567324466,0.572835805,0.78171187,0.178795668,0.178795668,0.178795668,0.224260187,0.178428862,0.00047316,0.63078314,0.372021526,0.177475304,0.937989214,0.002615504,0.815940334,0.841319677,0.026833569,0.565352824,0
0.452518535,0.456769634,0.781276781,0.172264127,0.172264127,0.172264127,0.19476222,0.15651126,0.000403413,0.630611909,0.369637181,0.155531257,0.916250998,0.002099741,0.747435973,0.837297767,0.026791017,0.565157731,0
0.489369821,0.479950747,0.781340781,0.164468417,0.164468417,0.164468417,0.203365794,0.163063945,0.000423626,0.630533486,0.370897574,0.162039062,0.923103484,0.002151012,0.770971898,0.838488533,0.02676558,0.565033415,0
0.570213694,0.556025483,0.781638045,0.193712865,0.193712865,0.193712865,0.225394724,0.181215636,0.00048399,0.630761907,0.370019661,0.180001508,0.938720512,0.002397187,0.817065686,0.841312612,0.026836922,0.565367554,0
0.619276058,0.605332191,0.781602115,0.172896212,0.172896212,0.172896212,0.240332798,0.195526098,0.000524242,0.630656087,0.371187229,0.19460825,0.939391543,0.002433008,0.840210875,0.843677877,0.026802357,0.565211239,0
0.661796773,0.63086889,0.781629203,0.208967174,0.208967174,0.209009313,0.275219817,0.246968442,0.001452445,0.630907796,0.373310996,0.215654928,0.951144286,0.00295328,0.865869271,0.84551432,0.026901548,0.565634978,0
0.593545573,0.603565501,0.781621062,0.173149046,0.173149046,0.173149046,0.232485582,0.187015139,0.000491302,0.630654375,0.373917147,0.186064399,0.938705358,0.002593088,0.825793017,0.842344202,0.026801467,0.565207083,0
0.433329699,0.418705498,0.781367167,0.147949939,0.147949939,0.147949939,0.17055876,0.136476614,0.000334538,0.630023561,0.383531693,0.135427193,0.90022878,0.002083592,0.712524815,0.827981411,0.026631541,0.564261908,1
0.613225033,0.568981209,0.781666957,0.208250811,0.208250811,0.208250811,0.24534367,0.209459968,0.000521297,0.631098547,0.378817803,0.208475982,0.943594035,0.002555524,0.832901008,0.843999771,0.026956954,0.565841742,0
0.55980157,0.474382997,0.781271447,0.159327462,0.159327462,0.159327462,0.201285809,0.173683814,0.000434755,0.632040315,0.375520876,0.172739612,0.913336277,0.002286545,0.808351221,0.840958232,0.027432286,0.567061085,0
0.573593546,0.556774988,0.781611518,0.194892756,0.194892756,0.194892756,0.2312565,0.187843639,0.000472861,0.631279708,0.376078938,0.186893899,0.938044954,0.002409243,0.814801716,0.841839449,0.026995865,0.56597609,0
0.605920192,0.592162321,0.781677062,0.212380431,0.212380431,0.212380431,0.250732722,0.2004971,0.000476329,0.630668416,0.372058432,0.199555086,0.953630639,0.003001476,0.834375504,0.8427744,0.026807819,0.56523661,0
0.624291321,0.60806253,0.781665975,0.212506848,0.212506848,0.212506848,0.2899688,0.250357762,0.000601401,0.630944097,0.376284717,0.249483448,0.938890224,0.002768992,0.839445524,0.845703892,0.026840952,0.565385145,0
0.575610554,0.551207238,0.781619378,0.192490835,0.192490835,0.192490835,0.227380165,0.185132183,0.000483242,0.631422172,0.374489748,0.184149008,0.937999016,0.002347985,0.816209748,0.841896184,0.027094426,0.566281995,0
0.597361535,0.556293163,0.781639589,0.230584468,0.230584468,0.230584468,0.23721282,0.200120509,0.00049492,0.630906426,0.373300931,0.199185582,0.943877756,0.002533038,0.828264445,0.842553391,0.026870638,0.56551087,0
0.592509812,0.56041544,0.781612501,0.235683283,0.235683283,0.235683283,0.246289118,0.210288469,0.000566864,0.630870125,0.372766354,0.209154664,0.944080256,0.002393772,0.826023475,0.842650471,0.026864725,0.565486354,0
0.59218273,0.581133894,0.781618676,0.18979394,0.18979394,0.18979394,0.23938735,0.194245688,0.000489755,0.630878687,0.369637181,0.193311213,0.944027293,0.002483381,0.83028985,0.842719273,0.026866497,0.565493726,0
0.682839075,0.665399647,0.781873274,0.270953605,0.270953605,0.270953605,0.308310485,0.247420351,0.000515458,0.630614992,0.369637181,0.246527411,0.976918257,0.003721153,0.874819886,0.84428666,0.026791951,0.565162183,0
0.50452464,0.492906473,0.781451237,0.161434411,0.161434411,0.161434411,0.204122152,0.162461399,0.000427194,0.629448569,0.374740261,0.161488576,0.921273797,0.002114301,0.774695872,0.838344636,0.026504896,0.563286331,0
0.503543393,0.500776273,0.781506395,0.173528296,0.173528296,0.173528296,0.204027607,0.158846125,0.000411672,0.629446514,0.37369683,0.157831234,0.928061777,0.002120346,0.77502479,0.838475693,0.0265715,0.563836192,0
0.460586568,0.452165533,0.781330255,0.164299861,0.164299861,0.164299861,0.188711355,0.153197258,0.00038265,0.630123217,0.375658435,0.148073298,0.914848988,0.001995608,0.746036652,0.835796177,0.026671335,0.564513994,0
0.577954645,0.568178168,0.78165994,0.215751549,0.215751549,0.215751549,0.237118276,0.192136778,0.000467071,0.630772524,0.370619102,0.191079104,0.936285267,0.002368736,0.821364163,0.841727562,0.026832915,0.565349941,0
0.640808984,0.624444563,0.781712852,0.276136699,0.276136699,0.276136699,0.285903375,0.234465617,0.0006836,0.630643416,0.369684153,0.230374783,0.952218451,0.002657047,0.844428119,0.84315218,0.026800154,0.565200935,0
0.618621893,0.603404893,0.781687027,0.250263369,0.250263369,0.250642619,0.282594308,0.228214205,0.000533749,0.630724237,0.37164352,0.227086947,0.946814486,0.002632118,0.836805725,0.843716976,0.026825271,0.565315975,0
0.659398168,0.651319664,0.781693063,0.225738486,0.225738486,0.225738486,0.279285242,0.223619794,0.000763479,0.630681771,0.371315841,0.222539778,0.953140544,0.00267534,0.861704768,0.844243231,0.026811996,0.565255838,0
0.640699956,0.624551636,0.781704712,0.20707092,0.20707092,0.20707092,0.262078094,0.20938465,0.000504054,0.630663964,0.370140444,0.2084609,0.959222466,0.002980648,0.854844611,0.84398687,0.026801863,0.565208936,0
0.599215002,0.592965362,0.78169587,0.161687245,0.161687245,0.161687245,0.232958306,0.184077728,0.000436577,0.631280736,0.376995994,0.183146067,0.92107034,0.002246494,0.798904281,0.840292709,0.027037187,0.566109978,0
0.562690798,0.54751325,0.781625554,0.189541107,0.189541107,0.189541107,0.22293656,0.181968818,0.000464226,0.630618759,0.369637181,0.180981826,0.937636854,0.002415419,0.814559163,0.841106118,0.026792531,0.565164938,0
0.66234191,0.645644842,0.78180394,0.203109856,0.203109856,0.203109856,0.264630803,0.219401973,0.000530705,0.630669785,0.370379773,0.218475228,0.955478079,0.002530656,0.860682061,0.844335389,0.026791703,0.565161001,0
0.584659834,0.570212538,0.781643097,0.241077072,0.241077072,0.241077072,0.239860074,0.197936281,0.000735381,0.63075677,0.369899996,0.1938617,0.94767734,0.002428693,0.820631811,0.841596022,0.026830577,0.565339603,0
0.497764937,0.483912415,0.781486185,0.188487632,0.188487632,0.188487632,0.187671362,0.148753483,0.000408878,0.629687265,0.376913235,0.147733957,0.923991146,0.002112448,0.770091506,0.837505318,0.026572958,0.563847254,0
0.529873528,0.51913914,0.781553273,0.195777675,0.195777675,0.195777675,0.211969367,0.166302629,0.000531429,0.602491404,0.37246887,0.165779353,0.931087777,0.002206891,0.792950989,0.8398326,0.026142344,0.557144421,0
0.579372002,0.558862894,0.781758185,0.199401627,0.199401627,0.199401627,0.228514702,0.185358138,0.00053869,0.630729374,0.37039543,0.183696554,0.941062827,0.002449021,0.822888755,0.841497223,0.026823439,0.565307761,0
0.571794592,0.567160983,0.781640712,0.172432683,0.172432683,0.172432683,0.226718351,0.178428862,0.000463652,0.631110875,0.374328704,0.177437599,0.938179536,0.0024489,0.816520676,0.84154059,0.026965946,0.565873542,0
0.569995639,0.553937577,0.781593273,0.197968901,0.197968901,0.197968901,0.234660112,0.190931686,0.000474158,0.631750592,0.379019108,0.18996305,0.942871871,0.002321295,0.81446245,0.841869795,0.027151207,0.566438905,0
0.604175752,0.5832218,0.781706677,0.197294678,0.197294678,0.197294678,0.235511014,0.192664005,0.000494346,0.630868413,0.371715095,0.191720081,0.943356091,0.002408738,0.83241547,0.842396446,0.026867051,0.565496029,0
0.590819887,0.586701644,0.781617694,0.207829421,0.207829421,0.207829421,0.237023731,0.190856368,0.000606167,0.631643745,0.372518078,0.187361436,0.940249136,0.002356919,0.820850033,0.841753527,0.027170255,0.566488764,0
0.59583515,0.604903903,0.781933765,0.25022123,0.25022123,0.25022123,0.249409095,0.197785644,0.000869461,0.630733483,0.370220966,0.196282332,0.940808893,0.002522992,0.823316604,0.841519681,0.026822733,0.565304591,0
0.617368077,0.599710905,0.781865414,0.182630315,0.182630315,0.182630315,0.23919826,0.196128644,0.000512114,0.630621156,0.369637181,0.195173818,0.947620121,0.002720453,0.843926348,0.842877115,0.026793234,0.565168283,0
0.561055386,0.555597195,0.781580782,0.183009566,0.183009566,0.183009566,0.224354732,0.178428862,0.000468918,0.631962576,0.373442962,0.177475304,0.936288054,0.002279207,0.808238819,0.841255563,0.027382947,0.566967223,0
0.590983428,0.575940896,0.781631869,0.215414437,0.215414437,0.215414437,0.248558192,0.209685923,0.00074132,0.631135532,0.372749579,0.204456677,0.941552398,0.002404922,0.822142484,0.84252331,0.026930954,0.5657471,0
0.579862625,0.570854971,0.781641554,0.19434495,0.19434495,0.19434495,0.230878321,0.191157641,0.000744065,0.631038958,0.371329261,0.184390317,0.938776486,0.00239652,0.818516413,0.841645307,0.026916274,0.565691826,0
0.600741387,0.590770384,0.781725905,0.197421095,0.197421095,0.197421095,0.239670984,0.193869097,0.000489855,0.630612594,0.369637181,0.192896463,0.944094941,0.002395276,0.834156335,0.842299564,0.026791246,0.56515882,0
0.624454863,0.613576744,0.781641975,0.20829295,0.20829295,0.20829295,0.273139832,0.223544475,0.000527785,0.630780058,0.370734293,0.222667974,0.948801144,0.002505133,0.845388475,0.844677027,0.026838047,0.565372478,0
0.70055604,0.686171637,0.781952853,0.200412962,0.200412962,0.200412962,0.269074407,0.213677789,0.000566464,0.630619101,0.369637181,0.212751678,0.9600786,0.002582851,0.882656609,0.844788366,0.026793275,0.565168478,0
0.568305713,0.570426682,0.781615168,0.184947958,0.184947958,0.184947958,0.225394724,0.182420728,0.000902625,0.630994438,0.371171572,0.179390695,0.93692805,0.002303237,0.812816455,0.841244004,0.026898832,0.565624338,0
0.57730048,0.571336795,0.781631729,0.182630315,0.182630315,0.182630315,0.232769216,0.188747458,0.000707781,0.631671484,0.377854895,0.186471608,0.938621326,0.002289901,0.814870842,0.842131627,0.027134269,0.566393431,0
0.579099433,0.564323572,0.781595238,0.180902617,0.180902617,0.180902617,0.236551007,0.193567824,0.000498539,0.631029712,0.375652843,0.192602368,0.939316704,0.002340347,0.819891318,0.84266011,0.026897344,0.565618487,0
0.585695595,0.575566144,0.781660922,0.182798871,0.182798871,0.182798871,0.230121963,0.182797319,0.00048162,0.630619101,0.369718822,0.181728376,0.941478858,0.002319326,0.825801035,0.841875879,0.026793256,0.565168384,0
0.584223724,0.578885379,0.781680571,0.184947958,0.184947958,0.184947958,0.230594687,0.186487911,0.000644023,0.631269777,0.371106707,0.182972626,0.939734131,0.002353419,0.820541883,0.841609746,0.026983584,0.565934589,0
0.809256433,0.810268216,0.782021765,0.225401374,0.225401374,0.225401374,0.341212064,0.280409731,0.000767397,0.630682114,0.37183476,0.279571676,0.970340806,0.002521844,0.913615386,0.848339783,0.026811134,0.565251883,0
0.618785434,0.603672573,0.781975309,0.175635245,0.175635245,0.175635245,0.230121963,0.188596822,0.001080125,0.630869783,0.37116598,0.183364754,0.943510193,0.002552747,0.832317737,0.842057742,0.026863281,0.565480327,0
0.591583079,0.602441244,0.781614466,0.234840504,0.234840504,0.234840504,0.435851376,0.363259773,0.00271878,0.630724237,0.372527025,0.362483976,0.936825,0.00243045,0.82008256,0.85328735,0.026823519,0.565308121,0
0.555331444,0.540660635,0.781602817,0.197168261,0.197168261,0.197168261,0.223598374,0.179483317,0.000435679,0.631712922,0.374014445,0.178553654,0.947044983,0.002283363,0.807040728,0.840875763,0.027126353,0.5663718,0
0.551515482,0.545960705,0.781599308,0.176688719,0.176688719,0.176688719,0.222369292,0.174964224,0.000455717,0.632961877,0.381702055,0.173976322,0.933725157,0.002273188,0.801726622,0.840776612,0.027991054,0.567837625,0
0.568796337,0.561325553,0.781606887,0.21528802,0.21528802,0.21528802,0.236740096,0.186939821,0.000478925,0.6315345,0.375336347,0.185943745,0.938401089,0.002322203,0.812112281,0.841668486,0.027155045,0.56644906,0
0.552769298,0.538786873,0.781578817,0.197968901,0.197968901,0.197968901,0.22530018,0.182571364,0.000584132,0.63139683,0.373272972,0.180129704,0.934664543,0.002278167,0.805891462,0.840993255,0.027011382,0.566027384,0
0.552387702,0.54574656,0.781596641,0.17420252,0.17420252,0.17420252,0.220289307,0.174436996,0.000450202,0.632264627,0.377555174,0.173448458,0.934279798,0.00225231,0.803188551,0.840741495,0.027507652,0.567194376,0
0.607392063,0.596605814,0.781786396,0.191943028,0.191943028,0.191943028,0.247423655,0.204187693,0.00052252,0.630700264,0.374081546,0.203250132,0.943131884,0.002648405,0.831526504,0.843316617,0.026812568,0.565258461,0
0.577627562,0.580973286,0.781641133,0.178416417,0.178416417,0.178416417,0.232391037,0.182496046,0.000478251,0.630761222,0.369847433,0.181554936,0.94372223,0.002304943,0.821692321,0.841897224,0.026836396,0.565365252,0
0.626471871,0.612238343,0.781626536,0.189920357,0.189920357,0.189920357,0.257729035,0.21360247,0.000545977,0.631172518,0.377833646,0.212668728,0.945260993,0.002373779,0.833954644,0.84430321,0.026942304,0.565788917,0
0.579481029,0.569034745,0.781627097,0.201045047,0.201045047,0.201045047,0.235321925,0.189350004,0.00048671,0.631125259,0.372723857,0.188386999,0.943680783,0.002457716,0.819234533,0.841818291,0.026941502,0.565785988,0
0.554786306,0.548744579,0.781581062,0.170789263,0.170789263,0.170789263,0.220478397,0.174512315,0.000458038,0.632691675,0.383409792,0.173561572,0.933499584,0.002267597,0.802339906,0.840788106,0.027847331,0.567677122,0
0.681803314,0.66887949,0.781912712,0.203699802,0.203699802,0.203699802,0.268223504,0.213527152,0.000543806,0.630612252,0.369637181,0.212631023,0.967004358,0.002760649,0.87449073,0.844520934,0.026791157,0.565158396,0
0.643752726,0.631993147,0.781729273,0.186464961,0.186464961,0.186464961,0.250827267,0.207652331,0.000536369,0.630799921,0.371042961,0.206696328,0.949851821,0.002376437,0.85053808,0.843935854,0.026837552,0.565370313,0
0.612679895,0.606670593,0.781697975,0.211748346,0.211748346,0.211748346,0.272478018,0.220456428,0.000526887,0.630849577,0.374020037,0.219538496,0.950169824,0.002516873,0.834689504,0.844211363,0.026831456,0.565343492,0
0.586186219,0.573960062,0.781659378,0.220134002,0.220134002,0.220134002,0.243830954,0.201626874,0.000730864,0.630775948,0.375209972,0.196983636,0.941413464,0.002537999,0.821212625,0.842069413,0.026834895,0.565358662,0
0.59349106,0.571015579,0.781688291,0.207997977,0.207997977,0.207997977,0.234281932,0.194622279,0.00089187,0.631021835,0.372887137,0.191327954,0.93947485,0.002423822,0.822284649,0.841818827,0.026902132,0.565637262,0
0.667139119,0.663151132,0.78187173,0.187939826,0.187939826,0.187939826,0.254987236,0.215937335,0.000586503,0.630728689,0.371762067,0.212570696,0.953002613,0.002491963,0.862441967,0.8444355,0.026806297,0.565229567,0
0.57059529,0.55918411,0.78158429,0.188192659,0.188192659,0.188192659,0.230027418,0.185207502,0.000649113,0.632095108,0.374674277,0.182399517,0.936122135,0.002301467,0.810270884,0.84166503,0.027417152,0.567032879,0
0.56563454,0.596873494,0.781769975,0.174666049,0.174666049,0.174666049,0.231445589,0.176621225,0.000461082,0.631408474,0.372399532,0.175650403,0.937163194,0.002278179,0.812325523,0.841114818,0.027077445,0.566232494,0
0.621838203,0.611167621,0.781650536,0.221482449,0.221482449,0.221482449,0.293372412,0.258567447,0.000588674,0.630985877,0.377054149,0.254927984,0.951389137,0.002423071,0.840192454,0.845415435,0.026883083,0.565561642,0
0.611753162,0.598265432,0.781771238,0.187012768,0.187012768,0.187012768,0.23938735,0.195149507,0.000593839,0.630848208,0.371531684,0.191237463,0.943985254,0.002372499,0.83343868,0.842702326,0.026859962,0.56546642,0
0.558002617,0.533219123,0.781584852,0.180396949,0.180396949,0.180396949,0.218871135,0.180085863,0.000466173,0.631865317,0.377281176,0.179134304,0.935702583,0.002280458,0.809032628,0.841290714,0.026950272,0.565817806,0
0.525294374,0.510626907,0.781536852,0.168640175,0.168640175,0.168640175,0.212158457,0.161482263,0.000990939,0.628280092,0.37060009,0.163283312,0.924844107,0.002215895,0.792870855,0.839835434,0.026700291,0.564684368,0
0.620148277,0.613094919,0.781698677,0.193122919,0.193122919,0.193122919,0.24553276,0.208028922,0.000971724,0.630792044,0.373532431,0.202714727,0.942535488,0.002399717,0.829674214,0.843049474,0.026833641,0.565353141,0
0.586840384,0.577225762,0.781648712,0.19105811,0.19105811,0.19105811,0.23106741,0.189274686,0.000908864,0.631054027,0.371833642,0.181419199,0.942983544,0.00231262,0.818598147,0.841590312,0.026941164,0.565784752,0
0.62587222,0.611060549,0.781686887,0.216805023,0.216805023,0.216805023,0.26359081,0.292987874,0.001464648,0.631130738,0.375861976,0.21807556,0.943369642,0.002473877,0.832194116,0.843554197,0.026934983,0.565762035,0
0.598506324,0.587932973,0.781753133,0.155366398,0.155366398,0.155366398,0.225678359,0.169993221,0.002439715,0.631108478,0.372576233,0.169014403,0.908205132,0.00231939,0.824176509,0.842490734,0.046425719,0.569939894,0
0.519952028,0.513839071,0.781531518,0.179343475,0.179343475,0.179343475,0.210267562,0.161105671,0.000563844,0.630044109,0.371445571,0.161646935,0.93159298,0.002196605,0.789814644,0.839554928,0.026722971,0.564810845,0
0.605593109,0.604047326,0.781940081,0.238548734,0.238548734,0.238548734,0.265008982,0.212246742,0.000506349,0.631167381,0.375995061,0.211296282,0.943720433,0.002782145,0.831252947,0.842965611,0.026973249,0.56589903,0
0.645933275,0.630761818,0.781803379,0.252033206,0.252033206,0.252033206,0.291008793,0.251487535,0.000492999,0.630757113,0.370999345,0.250305407,0.97241484,0.002447501,0.856417844,0.844059625,0.026826306,0.565320601,0
0.493185783,0.49049735,0.781455308,0.166322532,0.166322532,0.166322532,0.205540323,0.16118099,0.000676114,0.630429378,0.369637181,0.16194103,0.925985009,0.002101536,0.779687124,0.838671763,0.026738248,0.564892818,0
0.614315307,0.594999732,0.781685484,0.226665543,0.226665543,0.226665543,0.268601683,0.234917527,0.000850296,0.630641704,0.370799158,0.228037101,0.943582497,0.002462475,0.831485332,0.843572098,0.026797897,0.565190334,0
0.54143044,0.543819262,0.78161222,0.18364165,0.18364165,0.18364165,0.21915477,0.172930632,0.000460309,0.632821468,0.371601023,0.17180454,0.932557264,0.002244457,0.799350557,0.84024756,0.027414704,0.56702827,0
0.439980375,0.44285026,0.780842253,0.164931946,0.164931946,0.164931946,0.190413161,0.150787075,0.000391859,0.630412255,0.372187044,0.149785084,0.873431721,0.001976779,0.741551081,0.836071198,0.026732094,0.564860102,0
0.533907545,0.543390974,0.781574466,0.192111584,0.192111584,0.192111584,0.216412972,0.171876177,0.000448081,0.631391693,0.370246688,0.170884549,0.941300787,0.002235677,0.7975453,0.840149671,0.026924458,0.565722809,0
0.627725687,0.611756518,0.781762396,0.194092116,0.194092116,0.194092116,0.239103716,0.194321006,0.000644497,0.630617046,0.369637181,0.190860418,0.946469061,0.002349246,0.841223609,0.842482054,0.026792538,0.565164975,0
0.530963803,0.523207881,0.781534606,0.15077325,0.15077325,0.15077325,0.207525763,0.161632899,0.000417661,0.892562431,0.384765245,0.160643994,0.914610547,0.002201606,0.786470858,0.838237617,0.025825372,0.511665023,0
0.463693851,0.45098774,0.781290816,0.166912477,0.166912477,0.166912477,0.192304056,0.149883257,0.000400443,0.630335543,0.373196923,0.14884247,0.915418355,0.002010164,0.754063641,0.836552928,0.026720411,0.564796863,0
0.508340602,0.498581295,0.781522816,0.155619232,0.155619232,0.155619232,0.202325801,0.155984033,0.000444862,0.629525965,0.380628429,0.158494834,0.920091096,0.002165671,0.779217467,0.837163998,0.026518418,0.563405518,1
0.613061491,0.597248247,0.781856291,0.205048249,0.205048249,0.205048249,0.252529073,0.203434511,0.00055541,0.630765674,0.373499999,0.201025564,0.952357649,0.003251327,0.837877834,0.843168771,0.026837535,0.565370242,0
0.581443524,0.561486161,0.781630466,0.212211875,0.212211875,0.212211875,0.242696417,0.198162235,0.000471638,0.630682456,0.3733904,0.196621673,0.941054666,0.002479921,0.823888036,0.842468956,0.026811065,0.56525157,0
0.503870475,0.479201242,0.781314395,0.159538157,0.159538157,0.159538157,0.201853077,0.163741809,0.000431761,0.629809866,0.376072228,0.162815776,0.896050883,0.002098129,0.774682028,0.838369834,0.026555363,0.563711162,0
0.598179241,0.582847047,0.781655869,0.212296153,0.212296153,0.212296153,0.255838139,0.208179559,0.000513162,0.63080129,0.373623019,0.205037328,0.948300269,0.002590677,0.830961241,0.843221909,0.026845479,0.565404751,0
0.572666812,0.556560844,0.781617834,0.202688467,0.202688467,0.202688467,0.237023731,0.190931686,0.000477178,0.630783825,0.372674649,0.189314531,0.945751279,0.002628578,0.818173314,0.841950127,0.026839035,0.565376796,0
0.542411688,0.525884683,0.781595097,0.220386836,0.220386836,0.220386836,0.221045665,0.175265497,0.000512189,0.63078314,0.370717518,0.172822562,0.934936008,0.002303994,0.802057259,0.840498539,0.02684576,0.565405966,0
0.558220672,0.547995075,0.781601834,0.166491088,0.166491088,0.166491088,0.223503829,0.178052271,0.000472861,0.631212244,0.371864956,0.177075635,0.922791674,0.002311784,0.812578813,0.841407206,0.026970598,0.565889814,0
0.498909725,0.474757749,0.781487027,0.198558847,0.198558847,0.198600986,0.189089534,0.153649168,0.00042128,0.630267736,0.372361508,0.153668652,0.927791301,0.002122687,0.77735281,0.838310869,0.026693788,0.564647003,0
0.571849106,0.533165587,0.781590045,0.250516202,0.250516202,0.250516202,0.230405597,0.202756647,0.000465923,0.630686223,0.369637181,0.201214086,0.938376757,0.002724786,0.817094159,0.841934302,0.026811575,0.56525391,0
0.557457479,0.541891964,0.781591589,0.183768067,0.183768067,0.183768067,0.227947433,0.181366273,0.000467421,0.630698895,0.370462532,0.18043134,0.935847945,0.002377394,0.808829555,0.841603856,0.026817503,0.565280964,0
0.583460532,0.566946839,0.781682255,0.279044288,0.279044288,0.279044288,0.262078094,0.214430971,0.000523817,0.630612594,0.370669428,0.212608401,0.956321856,0.002560927,0.819828422,0.842094071,0.026791255,0.565158866,0
0.450337985,0.41624284,0.781316219,0.163878471,0.163878471,0.163878471,0.18861681,0.15357385,0.000394005,0.630533486,0.370587788,0.152884398,0.92020999,0.00207758,0.743287256,0.836539954,0.02676724,0.565041717,0
